task_id
kaggle_notebook__amirhosseinmirzaie_countries-life-expectancy-linear-regression
kaggle_notebook__dkjung_covid-19-eda-s-korea-forecasting-global
kaggle_notebook__fahadrehman07_data-science-job-salary-prediction-glassdoor
kaggle_notebook__flyingwombat_logistic-regression-with-uci-adult-income
kaggle_notebook__goyaladi_house-prices-regression-analysis-eda
kaggle_notebook__hrhuynguyen_lung-cancer-detection-using-random-forest
kaggle_notebook__karnikakapoor_fetal-health-classification
kaggle_notebook__lumierebatalong_africa-covid-19-forecasting
kaggle_notebook__mirichoi0218_starter-how-much-will-the-premium-be
kaggle_notebook__mohammadrahdanmofrad_linear-regression-model
kaggle_notebook__obrienmitch94_alzheimer-s-analysis
kaggle_notebook__sandipdatta_customer-churn-analysis
